,combination,driver,cost,unique_coverage,value,unique_courses
4621,272,Penguin Luigi,2,2,1.0,"{""DS Luigi's Mansion R"", '3DS Rock Rock Mountain'}"
4607,272,Mario (Santa),2,1,2.0,{'SNES Choco Island 2'}
4633,273,Shy Guy (Ninja),2,20,0.1,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4631,273,Dry Bones (Gold),2,16,0.125,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1R/T', 'SNES Rainbow Road R', 'N64 Kalimari Desert 2R', '3DS Neo Bowser City R/T', '3DS Rainbow Road R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', ""GBA Bowser's Castle 2R""}"
4625,273,Mario (Hakama),2,12,0.16666666666666666,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
4637,273,Peach (Explorer),2,9,0.2222222222222222,"{'GCN Dino Dino Jungle R', 'SNES Ghost Valley 1R', 'Wii DK Summit', 'N64 Royal Raceway T', 'GCN Dino Dino Jungle R/T', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'GCN Yoshi Circuit R', 'Wii Maple Treeway R'}"
4626,273,Dixie Kong,2,7,0.2857142857142857,"{'N64 Royal Raceway', '3DS Cheep Cheep Lagoon R', 'SNES Choco Island 2R/T', 'SNES Vanilla Lake 1', '3DS Daisy Hills T', 'SNES Donut Plains 1', 'SNES Donut Plains 1T'}"
4628,273,Birdo (Black),2,6,0.3333333333333333,"{'GCN Yoshi Circuit', 'N64 Choco Mountain R/T', 'GBA Cheep-Cheep Island T', 'GBA Sunset Wilds R', 'RMX Vanilla Lake 1T', 'MKT Ninja Hideaway R/T'}"
4638,273,White Yoshi,2,5,0.4,"{'RMX Mario Circuit 1R', 'SNES Mario Circuit 3', 'RMX Mario Circuit 1', '3DS Mario Circuit R', '3DS Toad Circuit R/T'}"
4640,273,Daisy (Yukata),2,5,0.4,"{'3DS Daisy Hills R/T', 'N64 Koopa Troopa Beach R/T', 'SNES Koopa Troopa Beach 2T', 'SNES Koopa Troopa Beach 2R', '3DS Shy Guy Bazaar'}"
4624,273,Mario (Santa),2,4,0.5,"{'SNES Mario Circuit 1R/T', 'MKT Merry Mountain R', 'SNES Vanilla Lake 1T', 'DS DK Pass R'}"
4629,273,Dry Bowser (Gold),2,4,0.5,"{'DS Waluigi Pinball T', '3DS Neo Bowser City', '3DS Rainbow Road R', '3DS Rainbow Road T'}"
4632,273,Baby Peach (Cherub),2,4,0.5,"{'SNES Donut Plains 1R', 'SNES Rainbow Road R/T', 'DS DK Pass T', 'SNES Mario Circuit 2R/T'}"
4636,273,Cat Peach,2,4,0.5,"{'RMX Rainbow Road 2', 'MKT Merry Mountain T', 'RMX Rainbow Road 1R/T', 'RMX Choco Island 2'}"
4639,273,Luigi (Classic),2,4,0.5,"{'SNES Mario Circuit 2T', 'N64 Frappe Snowland R', 'SNES Vanilla Lake 1R', ""DS Luigi's Mansion R""}"
4630,273,Shy Guy (Pastry Chef),2,3,0.6666666666666666,"{'RMX Choco Island 2R', 'RMX Mario Circuit 1T', '3DS Rock Rock Mountain T'}"
4634,273,Mario (Happi),2,3,0.6666666666666666,"{'3DS Rock Rock Mountain', '3DS Rainbow Road', '3DS Cheep Cheep Lagoon R/T'}"
4635,273,Nabbit,2,3,0.6666666666666666,"{'3DS Toad Circuit T', 'DS Airship Fortress T', 'RMX Choco Island 1'}"
4627,273,Mario,2,2,1.0,"{'N64 Koopa Troopa Beach', 'RMX Rainbow Road 2R'}"
4649,274,Shy Guy (Ninja),2,22,0.09090909090909091,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4644,274,King Bob-omb (Gold),2,19,0.10526315789473684,"{'N64 Kalimari Desert 2R', 'DS Airship Fortress T', 'RMX Choco Island 2R', 'DS Airship Fortress R/T', 'N64 Choco Mountain T', 'SNES Donut Plains 2R', 'DS Waluigi Pinball T', 'SNES Choco Island 2R/T', 'SNES Donut Plains 2', 'SNES Koopa Troopa Beach 2', 'SNES Ghost Valley 1R', 'DS Airship Fortress', 'RMX Choco Island 2', 'N64 Kalimari Desert 2T', '3DS Rainbow Road', 'SNES Vanilla Lake 1R/T', 'RMX Rainbow Road 2R', 'RMX Rainbow Road 2T', ""GBA Bowser's Castle 2R/T""}"
4647,274,Baby Peach (Cherub),2,8,0.25,"{'SNES Choco Island 1T', 'SNES Rainbow Road R', 'GCN Yoshi Circuit R/T', 'DS DK Pass T', 'SNES Choco Island 1', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1R', 'SNES Choco Island 1R'}"
4655,274,Daisy (Fairy),2,8,0.25,"{'N64 Koopa Troopa Beach R/T', 'SNES Vanilla Lake 1', 'SNES Vanilla Lake 1R', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', '3DS Daisy Hills R', 'RMX Mario Circuit 1T'}"
4657,274,White Yoshi,2,8,0.25,"{'RMX Mario Circuit 1R', 'DS DK Pass', '3DS Toad Circuit', 'RMX Mario Circuit 1', '3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', 'N64 Royal Raceway R/T', '3DS Toad Circuit R'}"
4643,274,Baby Mario (Koala),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach R', 'GBA Sunset Wilds T', 'GCN Dino Dino Jungle R', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'MKT Ninja Hideaway R/T'}"
4645,274,Lakitu (Party Time),2,7,0.2857142857142857,"{'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 1R', 'RMX Rainbow Road 1T', ""GBA Bowser's Castle 2T"", 'RMX Rainbow Road 2', 'DS Waluigi Pinball R'}"
4650,274,Mario (Happi),2,7,0.2857142857142857,"{'N64 Royal Raceway R', '3DS Rock Rock Mountain', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', '3DS Rock Rock Mountain R', 'RMX Rainbow Road 1', '3DS Cheep Cheep Lagoon'}"
4653,274,Green Shy Guy,2,7,0.2857142857142857,"{'GCN Yoshi Circuit', 'SNES Koopa Troopa Beach 2T', 'N64 Koopa Troopa Beach', 'SNES Donut Plains 1', 'SNES Koopa Troopa Beach 2R', 'RMX Vanilla Lake 1R', 'GCN Dino Dino Jungle T'}"
4656,274,Pauline (Party Time),2,7,0.2857142857142857,"{'N64 Royal Raceway', ""GBA Bowser's Castle 1R/T"", '3DS Neo Bowser City R/T', 'N64 Frappe Snowland R', 'N64 Royal Raceway T', 'DS DK Pass R', 'SNES Rainbow Road'}"
4652,274,Builder Toadette,2,6,0.3333333333333333,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', '3DS Rock Rock Mountain T', 'SNES Mario Circuit 1R/T', '3DS Rainbow Road T', 'DS Waluigi Pinball R/T'}"
4641,274,Mario (Halloween),2,5,0.4,"{'SNES Mario Circuit 1R', 'Wii Maple Treeway T', ""DS Luigi's Mansion R"", '3DS Mario Circuit T', 'RMX Mario Circuit 1R/T'}"
4646,274,Bowser Jr.,2,4,0.5,"{'SNES Mario Circuit 2T', 'N64 Kalimari Desert R/T', 'SNES Vanilla Lake 1T', ""GBA Bowser's Castle 1T""}"
4648,274,Cat Toad,2,4,0.5,"{'3DS Toad Circuit T', 'MKT Merry Mountain R', 'RMX Rainbow Road 1R/T', ""GBA Bowser's Castle 2R""}"
4651,274,Luigi (Lederhosen),2,4,0.5,"{'SNES Mario Circuit 1T', '3DS Mario Circuit R/T', 'N64 Choco Mountain', 'N64 Kalimari Desert R'}"
4642,274,Daisy,2,2,1.0,"{'3DS Daisy Hills', '3DS Cheep Cheep Lagoon R'}"
4654,274,Rosalina (Halloween),2,2,1.0,"{'DS DK Pass R/T', 'SNES Ghost Valley 1'}"
4667,275,Shy Guy (Ninja),2,22,0.09090909090909091,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4661,275,King Bob-omb (Gold),2,19,0.10526315789473684,"{'N64 Kalimari Desert 2R', 'DS Airship Fortress T', 'RMX Choco Island 2R', 'DS Airship Fortress R/T', 'N64 Choco Mountain T', 'SNES Donut Plains 2R', 'DS Waluigi Pinball T', 'SNES Choco Island 2R/T', 'SNES Donut Plains 2', 'SNES Koopa Troopa Beach 2', 'SNES Ghost Valley 1R', 'DS Airship Fortress', 'RMX Choco Island 2', 'N64 Kalimari Desert 2T', '3DS Rainbow Road', 'SNES Vanilla Lake 1R/T', 'RMX Rainbow Road 2R', 'RMX Rainbow Road 2T', ""GBA Bowser's Castle 2R/T""}"
4659,275,Mario (Hakama),2,12,0.16666666666666666,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
4671,275,Daisy (Fairy),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach R/T', 'SNES Choco Island 2R', 'Wii Maple Treeway', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
4660,275,Baby Mario (Koala),2,6,0.3333333333333333,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', ""3DS Rosalina's Ice World T"", 'SNES Donut Plains 1T', 'GBA Cheep-Cheep Island', 'MKT Ninja Hideaway R/T'}"
4664,275,Baby Peach (Cherub),2,6,0.3333333333333333,"{'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', 'DS DK Pass T', 'SNES Choco Island 1', 'SNES Donut Plains 1R', 'SNES Choco Island 1R'}"
4665,275,Cat Toad,2,5,0.4,"{'MKT Merry Mountain R', 'RMX Rainbow Road 1R/T', '3DS Toad Circuit T', 'RMX Vanilla Lake 1T', ""GBA Bowser's Castle 2R""}"
4662,275,Lakitu (Party Time),2,4,0.5,"{'MKT Merry Mountain T', 'RMX Rainbow Road 1T', 'RMX Rainbow Road 1R', ""3DS Rosalina's Ice World""}"
4669,275,Green Shy Guy,2,4,0.5,"{'N64 Koopa Troopa Beach', '3DS Shy Guy Bazaar', 'SNES Donut Plains 1', 'GCN Dino Dino Jungle T'}"
4670,275,Peach (Halloween),2,4,0.5,"{'SNES Mario Circuit 2T', ""DS Luigi's Mansion T"", 'Wii Maple Treeway T', ""DS Luigi's Mansion R""}"
4672,275,Black Yoshi,2,4,0.5,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', 'N64 Choco Mountain', '3DS Daisy Hills T'}"
4674,275,White Yoshi,2,4,0.5,"{'3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', 'SNES Mario Circuit 3', 'RMX Mario Circuit 1R'}"
4663,275,Ice Mario,2,3,0.6666666666666666,"{'3DS Mario Circuit R/T', 'SNES Mario Circuit 1R/T', '3DS Rainbow Road T'}"
4666,275,Funky Kong,2,3,0.6666666666666666,"{'3DS Neo Bowser City', '3DS Cheep Cheep Lagoon R', 'DS Waluigi Pinball R/T'}"
4668,275,Mario (Happi),2,3,0.6666666666666666,"{'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
4658,275,Toadette (Explorer),2,2,1.0,"{'N64 Kalimari Desert R/T', 'N64 Kalimari Desert R'}"
4673,275,Pauline (Party Time),2,2,1.0,"{""GBA Bowser's Castle 1R/T"", 'DS DK Pass R'}"
4682,276,Shy Guy (Ninja),2,17,0.11764705882352941,"{'3DS Neo Bowser City R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'SNES Donut Plains 2T', 'Wii DK Summit R', 'RMX Choco Island 2T', 'SNES Choco Island 2T', 'MKT Ninja Hideaway', 'Wii DK Summit T', 'GBA Sunset Wilds', '3DS Neo Bowser City T', 'MKT Ninja Hideaway T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Vanilla Lake 1'}"
4677,276,Dry Bones (Gold),2,15,0.13333333333333333,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1R/T', 'SNES Rainbow Road R', '3DS Neo Bowser City R/T', '3DS Rainbow Road R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', ""GBA Bowser's Castle 2R""}"
4675,276,King Boo (Gold),2,13,0.15384615384615385,"{'SNES Rainbow Road R/T', 'SNES Choco Island 2', 'SNES Rainbow Road T', 'MKT Merry Mountain R', 'Wii Maple Treeway', 'DS Airship Fortress', 'SNES Vanilla Lake 1T', 'SNES Ghost Valley 1T', 'RMX Choco Island 1', 'N64 Kalimari Desert 2T', '3DS Rainbow Road', 'SNES Koopa Troopa Beach 2R', 'Wii Maple Treeway R'}"
4686,276,Builder Mario,2,7,0.2857142857142857,"{'3DS Daisy Hills R/T', 'SNES Koopa Troopa Beach 2T', 'RMX Choco Island 1R', 'SNES Choco Island 2R/T', 'SNES Choco Island 1T', 'SNES Mario Circuit 1R/T', ""GBA Bowser's Castle 1T""}"
4688,276,Cat Peach,2,7,0.2857142857142857,"{'RMX Rainbow Road 1R/T', ""3DS Rosalina's Ice World T"", 'MKT Merry Mountain T', 'Wii Maple Treeway T', 'RMX Choco Island 2', 'RMX Rainbow Road 2', 'RMX Vanilla Lake 1R'}"
4676,276,Birdo (Black),2,6,0.3333333333333333,"{""3DS Rosalina's Ice World R"", 'GCN Yoshi Circuit', 'GBA Cheep-Cheep Island T', 'RMX Rainbow Road 2T', 'RMX Choco Island 1T', 'MKT Ninja Hideaway R/T'}"
4679,276,Mario (Classic),2,6,0.3333333333333333,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', 'SNES Donut Plains 1T', 'SNES Mario Circuit 2R/T', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
4683,276,Peach (Vacation),2,5,0.4,"{'N64 Koopa Troopa Beach R/T', 'GCN Yoshi Circuit R/T', 'N64 Koopa Troopa Beach', 'SNES Mario Circuit 1R', '3DS Cheep Cheep Lagoon R/T'}"
4685,276,Wario (Hiker),2,5,0.4,"{'SNES Vanilla Lake 1R', ""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', 'DS DK Pass R', 'DS DK Pass T'}"
4684,276,Luigi (Lederhosen),2,4,0.5,"{'DS Waluigi Pinball', ""DS Luigi's Mansion T"", 'DS Airship Fortress T', '3DS Shy Guy Bazaar'}"
4687,276,Rosalina (Aurora),2,4,0.5,"{'N64 Frappe Snowland R/T', 'N64 Frappe Snowland R', '3DS Mario Circuit T', 'RMX Rainbow Road 2R'}"
4689,276,Peach (Explorer),2,4,0.5,"{'3DS Daisy Hills R', 'GBA Cheep-Cheep Island', 'SNES Ghost Valley 1R', 'Wii DK Summit'}"
4690,276,Peachette,2,4,0.5,"{'N64 Royal Raceway', 'SNES Donut Plains 1', 'SNES Donut Plains 1R/T', '3DS Rainbow Road T'}"
4691,276,White Yoshi,2,4,0.5,"{'3DS Toad Circuit R/T', 'RMX Choco Island 1R/T', 'SNES Mario Circuit 3T', 'SNES Mario Circuit 3R/T'}"
4680,276,Mario (Musician),2,3,0.6666666666666666,"{'3DS Daisy Hills', 'SNES Donut Plains 1R', 'SNES Mario Circuit 3R'}"
4681,276,Funky Kong,2,3,0.6666666666666666,"{'3DS Rock Rock Mountain R', '3DS Neo Bowser City', '3DS Cheep Cheep Lagoon'}"
4678,276,Shy Guy (Pastry Chef),2,2,1.0,"{'N64 Koopa Troopa Beach R', ""DS Luigi's Mansion R/T""}"
4699,277,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4694,277,Gold Koopa (Freerunning),2,15,0.13333333333333333,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Mario Circuit T', '3DS Cheep Cheep Lagoon T', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
4707,277,Black Yoshi,2,8,0.25,"{'SNES Donut Plains 1R/T', 'GCN Yoshi Circuit', '3DS Daisy Hills R/T', 'SNES Ghost Valley 1R', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
4696,277,Lakitu (Party Time),2,7,0.2857142857142857,"{'N64 Kalimari Desert', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'DS Waluigi Pinball R', 'MKT Merry Mountain T', '3DS Rainbow Road R', 'SNES Mario Circuit 3T'}"
4697,277,Baby Peach (Cherub),2,6,0.3333333333333333,"{'RMX Rainbow Road 2T', 'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', 'SNES Donut Plains 1R', 'SNES Donut Plains 2', '3DS Mario Circuit'}"
4703,277,Peach (Halloween),2,6,0.3333333333333333,"{'3DS Neo Bowser City R/T', 'Wii Maple Treeway T', 'N64 Royal Raceway T', 'N64 Frappe Snowland', 'N64 Royal Raceway R/T', 'Wii Maple Treeway R'}"
4708,277,Penguin Luigi,2,6,0.3333333333333333,"{'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R/T', 'DS DK Pass', '3DS Rock Rock Mountain', 'DS DK Pass R', 'DS Waluigi Pinball R/T'}"
4692,277,Dixie Kong,2,5,0.4,"{'RMX Choco Island 1R/T', 'N64 Kalimari Desert 2R', 'N64 Royal Raceway R', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R'}"
4700,277,Bowser,2,5,0.4,"{""GBA Bowser's Castle 1T"", 'N64 Kalimari Desert R/T', '3DS Rainbow Road T', 'GCN Dino Dino Jungle T', ""GBA Bowser's Castle 2R""}"
4693,277,Baby Mario (Koala),2,4,0.5,"{'GCN Dino Dino Jungle R/T', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'MKT Ninja Hideaway R/T'}"
4698,277,Toad (Party Time),2,4,0.5,"{'3DS Toad Circuit T', 'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
4702,277,Bowser Jr. (Pirate),2,4,0.5,"{""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1T', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
4706,277,Daisy (Fairy),2,4,0.5,"{""DS Luigi's Mansion R/T"", '3DS Rainbow Road', 'GBA Sunset Wilds R', 'RMX Choco Island 1'}"
4701,277,Luigi (Lederhosen),2,3,0.6666666666666666,"{'DS Waluigi Pinball T', 'N64 Kalimari Desert R', 'RMX Vanilla Lake 1T'}"
4705,277,Metal Mario,2,3,0.6666666666666666,"{'SNES Mario Circuit 2R', 'SNES Rainbow Road T', 'SNES Rainbow Road'}"
4695,277,Daisy (Holiday Cheer),2,2,1.0,"{'MKT Merry Mountain R', 'GBA Sunset Wilds R/T'}"
4704,277,Mario (Swimwear),2,2,1.0,"{'SNES Mario Circuit 3', 'SNES Mario Circuit 1R'}"
4717,278,Shy Guy (Ninja),2,22,0.09090909090909091,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4712,278,King Bob-omb (Gold),2,19,0.10526315789473684,"{'N64 Kalimari Desert 2R', 'DS Airship Fortress T', 'RMX Choco Island 2R', 'DS Airship Fortress R/T', 'N64 Choco Mountain T', 'SNES Donut Plains 2R', 'DS Waluigi Pinball T', 'SNES Choco Island 2R/T', 'SNES Donut Plains 2', 'SNES Koopa Troopa Beach 2', 'SNES Ghost Valley 1R', 'DS Airship Fortress', 'RMX Choco Island 2', 'N64 Kalimari Desert 2T', '3DS Rainbow Road', 'SNES Vanilla Lake 1R/T', 'RMX Rainbow Road 2R', 'RMX Rainbow Road 2T', ""GBA Bowser's Castle 2R/T""}"
4725,278,White Yoshi,2,8,0.25,"{'RMX Mario Circuit 1R', 'DS DK Pass', '3DS Toad Circuit', 'RMX Mario Circuit 1', '3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', 'N64 Royal Raceway R/T', '3DS Toad Circuit R'}"
4711,278,Baby Mario (Koala),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach R', 'GBA Sunset Wilds T', 'GCN Dino Dino Jungle R', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'MKT Ninja Hideaway R/T'}"
4713,278,Lakitu (Party Time),2,7,0.2857142857142857,"{'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 1R', 'RMX Rainbow Road 1T', ""GBA Bowser's Castle 2T"", 'RMX Rainbow Road 2', 'DS Waluigi Pinball R'}"
4715,278,Baby Peach (Cherub),2,7,0.2857142857142857,"{'SNES Choco Island 1T', 'SNES Rainbow Road R', 'GCN Yoshi Circuit R/T', 'DS DK Pass T', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1R', 'SNES Choco Island 1R'}"
4720,278,Builder Toadette,2,6,0.3333333333333333,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', '3DS Rock Rock Mountain T', 'SNES Mario Circuit 1R/T', '3DS Rainbow Road T', 'DS Waluigi Pinball R/T'}"
4723,278,Daisy (Fairy),2,6,0.3333333333333333,"{'N64 Koopa Troopa Beach R/T', 'SNES Vanilla Lake 1R', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
4724,278,Pauline (Party Time),2,6,0.3333333333333333,"{""GBA Bowser's Castle 1R/T"", '3DS Neo Bowser City R/T', 'N64 Frappe Snowland R', 'N64 Royal Raceway T', 'DS DK Pass R', 'SNES Rainbow Road'}"
4709,278,Mario (Halloween),2,5,0.4,"{'SNES Mario Circuit 1R', 'Wii Maple Treeway T', ""DS Luigi's Mansion R"", '3DS Mario Circuit T', 'RMX Mario Circuit 1R/T'}"
4718,278,Mario (Happi),2,5,0.4,"{'3DS Rock Rock Mountain', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', '3DS Rock Rock Mountain R', 'RMX Rainbow Road 1'}"
4721,278,Green Shy Guy,2,5,0.4,"{'GCN Yoshi Circuit', 'SNES Koopa Troopa Beach 2T', 'N64 Koopa Troopa Beach', 'SNES Koopa Troopa Beach 2R', 'GCN Dino Dino Jungle T'}"
4714,278,Bowser Jr.,2,4,0.5,"{'SNES Mario Circuit 2T', 'N64 Kalimari Desert R/T', 'SNES Vanilla Lake 1T', ""GBA Bowser's Castle 1T""}"
4716,278,Cat Toad,2,4,0.5,"{'3DS Toad Circuit T', 'MKT Merry Mountain R', 'RMX Rainbow Road 1R/T', ""GBA Bowser's Castle 2R""}"
4719,278,Luigi (Lederhosen),2,4,0.5,"{'SNES Mario Circuit 1T', '3DS Mario Circuit R/T', 'N64 Choco Mountain', 'N64 Kalimari Desert R'}"
4710,278,Dixie Kong,2,2,1.0,"{'3DS Daisy Hills', '3DS Cheep Cheep Lagoon R'}"
4722,278,Rosalina (Halloween),2,2,1.0,"{'DS DK Pass R/T', 'SNES Ghost Valley 1'}"
